Blade,Ratchet,Bit,Win %,Wins,Losses,Partidas,Pts Ganados/Combate,Pts Cedidos/Combate,Wilson Score,Arquetipo victoria,Arquetipo derrota
Shark Scale,3-60,Kick,25.0,1.0,3.0,4,1.0,1.33,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,3-60,Low Rush,68.85,42.0,19.0,61,1.81,1.21,0.5640832930215206,🟠 Burst / Over,🔵 Pierde por spin
Shark Scale,3-60,Rush,61.9,13.0,8.0,21,1.62,1.63,0.4087829581550151,🟠 Burst / Over,🟠 Pierde por burst/over
Shark Scale,3-60,Under Flat,66.67,2.0,1.0,3,2.5,1.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,3-80,Rush,66.67,4.0,2.0,6,2.0,2.0,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,4-50,Level,81.25,13.0,3.0,16,1.46,2.0,0.5699064013154177,🔵 Spin finish,🟠 Pierde por burst/over
Shark Scale,4-50,Low Rush,100.0,6.0,0.0,6,1.5,0.0,0.6096569663469354,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,4-50,Under Flat,55.56,10.0,8.0,18,1.9,1.0,0.3371606942825162,🟠 Burst / Over,🔵 Pierde por spin
Shark Scale,5-60,Kick,64.29,9.0,5.0,14,2.0,2.2,0.3876400468214041,🟠 Burst / Over,🟠 Pierde por burst/over
Shark Scale,5-60,Low Rush,55.81,24.0,19.0,43,1.83,1.53,0.4110735806551172,🟠 Burst / Over,🟠 Pierde por burst/over
Shark Scale,7-60,Kick,0.0,0.0,3.0,3,0.0,1.67,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,7-60,Low Rush,83.33,5.0,1.0,6,1.4,2.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,7-60,Under Flat,0.0,0.0,6.0,6,0.0,1.33,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,9-60,Free Ball,80.0,16.0,4.0,20,1.75,1.75,0.5839782779742402,🟠 Burst / Over,🟠 Pierde por burst/over
Shark Scale,9-60,Low Orb,55.56,10.0,8.0,18,1.3,1.5,0.3371606942825162,🔵 Spin finish,🟠 Pierde por burst/over
Shark Scale,9-70,Low Rush,83.33,5.0,1.0,6,2.0,2.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Shark Scale,9-80,Rush,62.5,5.0,3.0,8,1.2,1.67,0.3057378545838018,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,1-60,Cyclone,16.67,1.0,5.0,6,3.0,1.6,0.0300525858717302,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,1-60,Low Flat,39.13,9.0,14.0,23,2.11,1.14,0.2215737798238214,🟠 Burst / Over,🔵 Pierde por spin
Sharke Edge,1-60,Low Rush,66.67,2.0,1.0,3,2.0,2.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,1-80,Low Flat,66.67,2.0,1.0,3,1.0,2.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,2-60,Gear Flat,50.0,4.0,4.0,8,2.75,1.5,0.2152125268244419,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,2-60,Low Flat,47.37,9.0,10.0,19,1.78,1.6,0.2732950548744854,🟠 Burst / Over,🟠 Pierde por burst/over
Sharke Edge,2-60,Low Rush,30.0,3.0,7.0,10,2.67,1.0,0.1077892874862118,🟢 Xtreme finish,🔵 Pierde por spin
Sharke Edge,2-70,Kick,0.0,0.0,3.0,3,0.0,1.33,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,3-60,Gear Flat,33.33,1.0,2.0,3,2.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,3-60,Low Flat,36.84,7.0,12.0,19,1.5,0.54,0.1914927237627383,🟠 Burst / Over,🔵 Pierde por spin
Sharke Edge,3-60,Low Rush,57.14,4.0,3.0,7,1.75,1.0,0.2504542304090258,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,3-60,Rush,33.33,3.0,6.0,9,1.67,1.0,0.1205815986827429,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,3-60,Taper,75.0,3.0,1.0,4,2.33,1.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,3-80,Low Flat,62.5,5.0,3.0,8,1.6,1.67,0.3057378545838018,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,4-55,Under Needle,0.0,0.0,3.0,3,0.0,1.67,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,4-60,Flat,37.5,3.0,5.0,8,2.0,1.0,0.136841759461521,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,4-60,Low Flat,45.0,9.0,11.0,20,2.0,1.91,0.2581950208570929,🟠 Burst / Over,🟠 Pierde por burst/over
Sharke Edge,5-60,Cyclone,100.0,1.0,0.0,1,1.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,5-60,Gear Flat,50.0,2.0,2.0,4,2.0,1.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,5-60,Low Flat,25.0,3.0,9.0,12,2.0,1.22,0.0889400396289613,🟠 Burst / Over,🔵 Pierde por spin
Sharke Edge,9-60,Cyclone,0.0,0.0,6.0,6,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,9-60,Taper,0.0,0.0,3.0,3,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,9-60,Unite,33.33,3.0,6.0,9,2.0,1.33,0.1205815986827429,⚪ Datos insuficientes,⚪ Datos insuficientes
Sharke Edge,9-60,Wedge,77.78,7.0,2.0,9,1.57,1.0,0.4525833436728054,⚪ Datos insuficientes,⚪ Datos insuficientes
Shelter Drake,7-60,Level,100.0,1.0,0.0,1,3.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Shelter Drake,7-60,Taper,100.0,1.0,0.0,1,2.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Shelter Drake,7-80,Gear Point,25.0,1.0,3.0,4,3.0,0.67,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Shelter Drake,9-60,Taper,0.0,0.0,2.0,2,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shinobi Shadow,1-80,Point,0.0,0.0,3.0,3,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shinobi Shadow,4-80,Ball,0.0,0.0,2.0,2,0.0,1.5,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shinobi Shadow,6-80,Level,33.33,1.0,2.0,3,1.0,2.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Shinobi Shadow,7-60,Needle,0.0,0.0,2.0,2,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Shinobi Shadow,9-70,Hexa,100.0,4.0,0.0,4,2.25,0.0,0.5100999795960008,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,0-80,Disc Ball,70.0,7.0,3.0,10,1.43,2.33,0.3967732199795652,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,1-60,Merge,40.0,2.0,3.0,5,1.0,1.33,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,3-60,Ball,68.89,31.0,14.0,45,1.32,1.5,0.5433492001245103,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,3-60,Free Ball,64.23,79.0,44.0,123,1.25,1.43,0.5544380921577126,🔵 Spin finish,🔵 Pierde por spin
Silver Wolf,3-60,Point,0.0,0.0,1.0,1,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,3-70,Ball,50.0,2.0,2.0,4,2.0,2.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,3-80,Free Ball,82.35,14.0,3.0,17,1.5,2.0,0.5897007098262422,🟠 Burst / Over,🟠 Pierde por burst/over
Silver Wolf,3-80,Hexa,60.0,3.0,2.0,5,1.0,2.0,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,4-60,Bound Spike,0.0,0.0,3.0,3,0.0,1.33,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,5-60,Dot,60.0,3.0,2.0,5,1.67,1.0,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,5-60,Free Ball,50.0,6.0,6.0,12,1.83,1.83,0.2537781703934222,🟠 Burst / Over,🟠 Pierde por burst/over
Silver Wolf,5-70,Free Ball,73.33,11.0,4.0,15,1.18,2.0,0.4804911034231324,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,5-80,Disc Ball,0.0,0.0,1.0,1,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,6-80,Hexa,100.0,2.0,0.0,2,1.0,0.0,0.3423719528896193,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,7-60,Free Ball,50.0,1.0,1.0,2,1.0,1.0,0.0945286548008661,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-60,Ball,70.42,50.0,21.0,71,1.185,1.615,0.5898124223983721,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,9-60,Disc Ball,25.0,1.0,3.0,4,3.0,1.67,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-60,Elevate,71.43,5.0,2.0,7,1.8,1.0,0.3589290901482126,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-60,Free Ball,71.26,124.0,50.0,174,1.59,1.225,0.6413820295802386,🟠 Burst / Over,🔵 Pierde por spin
Silver Wolf,9-60,Hexa,50.0,3.0,3.0,6,1.33,1.67,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-60,Low Orb,66.67,4.0,2.0,6,1.0,2.5,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-60,Orb,63.16,12.0,7.0,19,1.42,2.14,0.4103915749815671,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,9-70,Ball,66.67,6.0,3.0,9,1.0,1.67,0.3541973474990897,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-70,Disc Ball,75.0,3.0,1.0,4,1.67,1.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-70,Elevate,33.33,1.0,2.0,3,2.0,2.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-70,Free Ball,91.67,11.0,1.0,12,1.36,2.0,0.6461140782014047,🔵 Spin finish,🟠 Pierde por burst/over
Silver Wolf,9-70,Hexa,64.71,11.0,6.0,17,1.09,1.17,0.4129996672121183,🔵 Spin finish,🔵 Pierde por spin
Silver Wolf,9-70,Low Orb,16.67,1.0,5.0,6,2.0,1.6,0.0300525858717302,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-70,Wedge,60.0,3.0,2.0,5,1.67,2.0,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-80,Free Ball,50.0,2.0,2.0,4,1.0,2.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Silver Wolf,9-80,Hexa,55.56,5.0,4.0,9,1.0,1.25,0.2666473457440296,⚪ Datos insuficientes,⚪ Datos insuficientes
Sol Eclipse,5-70,Trans Kick,25.0,1.0,3.0,4,1.0,1.33,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Sol Eclipse Free,5-60,Trans Kick,80.0,4.0,1.0,5,1.5,3.0,0.3755282641185388,⚪ Datos insuficientes,⚪ Datos insuficientes
Sol Eclipse Jaggy,6-60,Taper,62.5,5.0,3.0,8,2.0,2.0,0.3057378545838018,⚪ Datos insuficientes,⚪ Datos insuficientes
Sphinx Cowl,5-60,Needle,33.33,1.0,2.0,3,1.0,1.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Sphinx Cowl,7-60,Needle,50.0,3.0,3.0,6,1.33,1.0,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Sphinx Cowl,7-60,Point,0.0,0.0,3.0,3,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Starscream,9-70,Low Orb,33.33,1.0,2.0,3,2.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Steel Samurai,7-70,Point,50.0,1.0,1.0,2,2.0,2.0,0.0945286548008661,⚪ Datos insuficientes,⚪ Datos insuficientes
Talon Ptera,3-80,Needle,33.33,1.0,2.0,3,3.0,2.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Talon Ptera,5-70,Flat,20.0,1.0,4.0,5,2.0,1.0,0.0362231609697874,⚪ Datos insuficientes,⚪ Datos insuficientes
Talon Ptera,5-70,Gear Ball,33.33,2.0,4.0,6,2.0,1.25,0.0967693325592168,⚪ Datos insuficientes,⚪ Datos insuficientes
Talon Ptera,7-60,Free Ball,50.0,2.0,2.0,4,1.0,1.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,3-60,Ball,64.29,9.0,5.0,14,1.56,2.2,0.3876400468214041,🟠 Burst / Over,🟠 Pierde por burst/over
Tusk Mammoth,3-60,High Taper,0.0,0.0,6.0,6,0.0,1.5,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,3-60,Orb,33.33,1.0,2.0,3,1.0,1.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,3-60,Taper,42.31,11.0,15.0,26,1.64,1.53,0.255441899027294,🟠 Burst / Over,🟠 Pierde por burst/over
Tusk Mammoth,4-60,Ball,33.33,1.0,2.0,3,1.0,2.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,4-60,Orb,55.56,5.0,4.0,9,1.4,1.5,0.2666473457440296,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,4-60,Taper,33.33,1.0,2.0,3,2.0,2.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,4-80,Taper,28.57,2.0,5.0,7,2.0,1.6,0.0822171657090155,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,5-60,Needle,50.0,2.0,2.0,4,2.0,1.5,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,5-60,Taper,83.33,5.0,1.0,6,1.4,1.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,7-60,Point,33.33,2.0,4.0,6,1.5,1.75,0.0967693325592168,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,7-60,Taper,50.0,3.0,3.0,6,1.67,1.33,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Tusk Mammoth,9-60,Ball,50.0,8.0,8.0,16,1.38,1.75,0.2799923761135083,🔵 Spin finish,🟠 Pierde por burst/over
Tyranno Beat,1-60,Cyclone,62.5,5.0,3.0,8,1.4,1.0,0.3057378545838018,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,1-60,Level,65.0,13.0,7.0,20,2.0,1.14,0.4328505102194647,🟠 Burst / Over,🔵 Pierde por spin
Tyranno Beat,1-60,Low Rush,60.0,15.0,10.0,25,2.0,1.4449999999999998,0.4073912778512734,🟠 Burst / Over,🔵 Pierde por spin
Tyranno Beat,1-60,Rush,46.15,12.0,14.0,26,1.75,1.5,0.287555826952349,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,1-60,Taper,53.57,15.0,13.0,28,1.73,1.54,0.3581239514210166,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,1-70,Kick,71.43,5.0,2.0,7,1.8,1.5,0.3589290901482126,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,1-70,Low Rush,66.67,6.0,3.0,9,1.67,1.67,0.3541973474990897,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,2-60,Taper,0.0,0.0,1.0,1,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,2-60,Unite,50.0,5.0,5.0,10,2.0,1.4,0.2365895936154873,🟠 Burst / Over,🔵 Pierde por spin
Tyranno Beat,2-70,Level,58.82,10.0,7.0,17,2.39,1.5,0.3600507438551554,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,3-60,Rush,0.0,0.0,2.0,2,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,3-60,Taper,63.16,12.0,7.0,19,1.67,1.86,0.4103915749815671,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,3-70,Rush,40.0,2.0,3.0,5,2.5,1.67,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,3-70,Taper,66.67,4.0,2.0,6,1.25,2.5,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,4-60,Bound Spike,50.0,1.0,1.0,2,1.0,1.0,0.0945286548008661,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,4-60,Cyclone,55.56,5.0,4.0,9,2.0,1.5,0.2666473457440296,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,4-60,Rush,100.0,1.0,0.0,1,2.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,5-60,Flat,33.33,6.0,12.0,18,2.0,1.5,0.1627855436366285,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,5-60,Kick,44.44,4.0,5.0,9,1.75,1.4,0.188775429471914,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,5-60,Level,33.33,1.0,2.0,3,2.0,1.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,5-60,Point,47.06,8.0,9.0,17,2.5,1.44,0.261648011960881,🟢 Xtreme finish,🔵 Pierde por spin
Tyranno Beat,5-60,Rush,50.0,4.0,4.0,8,2.25,1.75,0.2152125268244419,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,5-60,Taper,75.0,3.0,1.0,4,1.33,1.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,7-60,Low Rush,60.0,6.0,4.0,10,2.0,1.5,0.3126695474501863,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Beat,7-70,Rush,33.33,1.0,2.0,3,1.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,7-70,Taper,66.67,6.0,3.0,9,2.5,2.0,0.3541973474990897,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,7-70,Vortex,50.0,4.0,4.0,8,2.0,1.0,0.2152125268244419,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-60,Ball,83.33,5.0,1.0,6,1.6,1.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-60,Flat,0.0,0.0,2.0,2,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-60,Low Flat,50.0,2.0,2.0,4,3.0,2.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-60,Point,0.0,0.0,1.0,1,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-60,Taper,48.39,15.0,16.0,31,1.355,1.165,0.3196998603127883,🔵 Spin finish,🔵 Pierde por spin
Tyranno Beat,9-60,Unite,66.67,2.0,1.0,3,2.0,3.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Beat,9-80,Ball,60.0,6.0,4.0,10,1.5,2.0,0.3126695474501863,🟠 Burst / Over,🟠 Pierde por burst/over
Tyranno Roar,3-60,Rush,33.33,1.0,2.0,3,1.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Tyranno Roar,9-60,High Needle,83.33,5.0,1.0,6,1.0,3.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,1-60,Ball,71.43,10.0,4.0,14,1.1,2.25,0.4535045882751561,🔵 Spin finish,🟠 Pierde por burst/over
Unicorn Sting,1-60,Gear Ball,100.0,1.0,0.0,1,1.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,3-60,Dot,57.14,4.0,3.0,7,1.0,1.0,0.2504542304090258,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,3-60,Orb,50.0,3.0,3.0,6,1.33,1.67,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,3-80,Ball,75.0,3.0,1.0,4,1.33,0.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,4-60,Orb,54.55,12.0,10.0,22,1.25,1.7,0.3465947328904156,🔵 Spin finish,🟠 Pierde por burst/over
Unicorn Sting,5-60,Ball,25.0,1.0,3.0,4,1.0,1.67,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,5-60,Gear Point,33.33,2.0,4.0,6,1.0,1.75,0.0967693325592168,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,5-60,Hexa,0.0,0.0,4.0,4,0.0,1.5,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,5-60,Orb,25.0,1.0,3.0,4,1.0,1.33,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,9-60,Ball,60.0,3.0,2.0,5,1.33,1.5,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,9-60,Free Ball,69.23,9.0,4.0,13,1.22,1.75,0.4236888781333764,🔵 Spin finish,🟠 Pierde por burst/over
Unicorn Sting,9-60,Gear Ball,42.86,3.0,4.0,7,1.67,2.25,0.1582169222626268,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,9-60,Low Orb,83.33,5.0,1.0,6,1.0,3.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Unicorn Sting,9-60,Orb,57.78,26.0,19.0,45,1.38,1.74,0.4330053279594451,🔵 Spin finish,🟠 Pierde por burst/over
Unicorn Sting,9-60,Point,46.67,7.0,8.0,15,1.29,1.5,0.2480922525974644,🔵 Spin finish,🟠 Pierde por burst/over
Unicorn Sting,9-60,Wedge,50.0,5.0,5.0,10,1.2,0.4,0.2365895936154873,🔵 Spin finish,🟡 Alta tendencia a ganar
Viper Tail,3-60,Rush,0.0,0.0,3.0,3,0.0,1.33,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Viper Tail,3-60,Taper,36.67,44.0,76.0,120,1.45,0.74,0.2858279826049079,🔵 Spin finish,🔵 Pierde por spin
Viper Tail,4-60,Flat,75.0,3.0,1.0,4,1.67,2.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Viper Tail,5-60,Ball,0.0,0.0,4.0,4,0.0,1.5,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Viper Tail,5-60,Taper,40.0,2.0,3.0,5,2.0,1.67,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
Viper Tail,5-80,Flat,66.67,4.0,2.0,6,1.75,1.0,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Viper Tail,5-80,Orb,20.0,1.0,4.0,5,1.0,1.25,0.0362231609697874,⚪ Datos insuficientes,⚪ Datos insuficientes
Weiss Tiger,9-80,Hexa,33.33,1.0,2.0,3,2.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-60,Flat,25.0,1.0,3.0,4,2.0,1.0,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-60,Free Ball,57.14,4.0,3.0,7,1.75,2.0,0.2504542304090258,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-60,Kick,40.0,4.0,6.0,10,2.0,1.83,0.1681775812035096,🟠 Burst / Over,🟠 Pierde por burst/over
Whale Wave,1-60,Level,100.0,1.0,0.0,1,1.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-60,Low Flat,37.84,14.0,23.0,37,2.3,1.685,0.2406378746389103,🟠 Burst / Over,🟠 Pierde por burst/over
Whale Wave,1-60,Low Rush,100.0,2.0,0.0,2,2.5,0.0,0.3423719528896193,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-60,Rush,41.18,7.0,10.0,17,2.0,1.3,0.2161078603913138,🟠 Burst / Over,🔵 Pierde por spin
Whale Wave,1-60,Taper,0.0,0.0,7.0,7,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,1-70,Rush,50.0,3.0,3.0,6,1.33,2.67,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,3-60,Level,50.0,5.0,5.0,10,1.8,1.6,0.2365895936154873,🟠 Burst / Over,🟠 Pierde por burst/over
Whale Wave,3-60,Low Flat,30.0,3.0,7.0,10,2.0,1.14,0.1077892874862118,🟠 Burst / Over,🔵 Pierde por spin
Whale Wave,3-60,Taper,40.0,2.0,3.0,5,2.0,1.67,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,5-60,Dot,46.15,6.0,7.0,13,1.33,1.57,0.2320575430148813,🔵 Spin finish,🟠 Pierde por burst/over
Whale Wave,5-60,Low Flat,11.11,1.0,8.0,9,1.0,1.63,0.0198903713271305,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,5-60,Taper,75.0,3.0,1.0,4,1.67,1.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,5-70,Taper,33.33,3.0,6.0,9,2.0,1.33,0.1205815986827429,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,7-60,Quake,16.67,1.0,5.0,6,1.0,1.0,0.0300525858717302,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,7-60,Rush,0.0,0.0,2.0,2,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,9-60,Dot,75.0,15.0,5.0,20,1.73,1.2,0.5312949900419365,🟠 Burst / Over,🔵 Pierde por spin
Whale Wave,9-60,Low Flat,71.43,5.0,2.0,7,2.8,1.5,0.3589290901482126,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,9-60,Low Rush,42.86,3.0,4.0,7,2.0,2.0,0.1582169222626268,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,9-60,Rush,40.0,2.0,3.0,5,1.5,3.0,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
Whale Wave,9-60,Taper,100.0,1.0,0.0,1,2.0,0.0,0.2065432914738929,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arc,9-60,Ball,40.0,2.0,3.0,5,1.0,1.0,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
